Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveCaso|IdentificadorCaso|ComplementoCaso|FechaPagoReal
3992|5007229|510|84213199|15|ES|N||2025-10-16 15:07:03|
3992|5007001|510|85176217|27|EN|U|NOM-221-SCFI-2017|2025-10-09 15:58:02|
3992|5007876|510|85113005|18|UM|O||2025-10-29 16:02:02|
3992|5007781|510|85365099|23|EN|X|NOM-024-SCFI-2013|2025-10-28 14:10:01|
3992|5007219|510|85122001|25|UM|O||2025-10-16 19:47:04|
3992|5007420|510|84099199|10|EN|X|NOM-050-SCFI-2004|2025-10-16 18:31:04|
3992|5006990|510|84213199|20|PS|XVb||2025-10-02 16:34:04|
3992|5006985|510|49119999|10|EN|X|NOM-050-SCFI-2004|2025-10-02 16:34:01|
3992|5007419|510|85123099|23|UM|O||2025-10-16 18:31:03|
3992|5007268|510|85123099|25|UM|O||2025-10-15 15:33:04|
3992|5007453|510|82060001|10|ES|N||2025-10-28 12:19:03|
3992|5007829|510|83012002|9|EN|U|NOM-050-SCFI-2004|2025-10-27 19:03:03|
3992|5007176|510|85443099|18|EN|X|NOM-024-SCFI-2013|2025-10-09 13:34:03|
3992|5007250|510|84831008|17|EN|X|NOM-050-SCFI-2004|2025-10-16 15:07:04|
3992|5007250|510|90292006|38|EN|U|NOM-024-SCFI-2013|2025-10-16 15:07:04|
3992|5007235|510|73181599|10|EN|X|NOM-050-SCFI-2004|2025-10-15 15:12:01|
3992|5007404|510|39269099|2|EN|X|NOM-050-SCFI-2004|2025-10-16 19:48:08|
3992|5007007|510|85113005|21|EN|E|NOM-024-SCFI-2013|2025-10-09 15:58:03|
3992|5007950|510|73181606|13|EN|X|NOM-050-SCFI-2004|2025-10-31 18:16:02|
3992|5007828|510|85444299|25|ES|N||2025-10-27 19:03:01|
3992|5007269|510|49089099|6|ES|N||2025-10-15 15:33:04|
3992|5007239|510|85176217|23|ES|N||2025-10-15 15:12:02|
3992|5007142|510|49089099|4|ES|N||2025-10-02 15:12:04|
3992|5007155|510|85122001|23|EN|X|NOM-024-SCFI-2013|2025-10-02 15:10:02|
3992|5007220|510|90292006|38|EN|X|NOM-050-SCFI-2004|2025-10-16 19:47:04|
3992|5007237|510|90292006|3|ES|N||2025-10-15 15:12:02|
3992|5007830|510|73181599|38|ES|N||2025-10-27 19:03:02|
3992|5007831|510|70091099|5|UM|O||2025-10-27 19:03:03|
3992|5007174|510|85443099|18|EN|X|NOM-024-SCFI-2013|2025-10-09 13:34:02|
3992|5007390|510|85129007|21|UM|O||2025-10-16 19:48:02|
3992|5007215|510|85122001|26|ES|N||2025-10-16 19:47:02|
3992|5007265|510|90292006|12|UM|O||2025-10-16 19:47:06|
3992|5007392|510|85365099|23|EN|U|NOM-003-SCFI-2014|2025-10-16 19:48:03|
3992|5007210|510|85365099|29|ES|N||2025-10-09 18:14:02|
3992|5007881|510|90292006|17|ES|N||2025-10-29 16:54:02|
3992|5007781|510|85123099|21|UM|O||2025-10-28 14:10:01|
3992|5007254|510|85123099|24|EN|X|NOM-024-SCFI-2013|2025-10-15 16:24:01|
3992|5007423|510|84213199|12|ES|N||2025-10-16 18:31:05|
3992|5006994|510|32091002|1|ES|N||2025-10-02 16:34:05|
3992|5007154|510|85176217|26|EN|X|NOM-208-SCFI-2016|2025-10-02 15:10:02|
3992|5007420|510|90318099|32|UM|O||2025-10-16 18:31:04|
3992|5007236|510|90292006|3|ES|N||2025-10-15 15:12:01|
3992|5007400|510|85365099|27|EN|U|NOM-003-SCFI-2014|2025-10-28 12:19:00|
3992|5007297|510|85365099|32|EN|X|NOM-024-SCFI-2013|2025-10-28 15:14:01|
3992|5006939|510|84833004|22|EN|X|NOM-050-SCFI-2004|2025-10-10 18:26:01|
3992|5007425|510|84213199|12|ES|N||2025-10-16 18:31:06|
3992|5007235|510|85176217|29|EN|X|NOM-024-SCFI-2013|2025-10-15 15:12:01|
3992|5007268|510|84213199|16|UM|O||2025-10-15 15:33:04|
3992|5007235|510|85443099|31|EN|E|NOM-024-SCFI-2013|2025-10-15 15:12:01|
3992|5007289|510|49089099|13|EN|X|NOM-050-SCFI-2004|2025-10-10 17:49:01|
3992|5007111|510|85122001|23|EN|X|NOM-024-SCFI-2013|2025-10-27 17:43:04|
3992|5007779|510|70091099|4|EN|X|NOM-050-SCFI-2004|2025-10-27 18:16:01|
3992|5007331|510|85365099|20|EN|X|NOM-024-SCFI-2013|2025-10-15 13:55:03|
3992|5007368|510|70091099|6|UM|O||2025-10-16 19:47:07|
3992|5006869|510|82060001|13|ES|N||2025-10-02 17:09:04|
3992|5006869|510|85071099|21|PS|XVb||2025-10-02 17:09:04|
3992|5007371|510|90318099|34|UM|O||2025-10-16 19:47:10|
3992|5007406|510|84099199|11|ES|N||2025-10-16 19:48:05|
3992|5007401|510|85176217|24|EN|U|NOM-196-SCFI-2016|2025-10-28 15:35:03|
3992|5007479|510|85364199|25|ES|N||2025-10-28 12:19:05|
3992|5007209|510|85364199|28|EN|X|NOM-024-SCFI-2013|2025-10-09 18:14:01|
3992|5007339|510|73181599|9|EN|X|NOM-050-SCFI-2004|2025-10-14 12:50:01|
3992|5007269|510|85365099|28|EN|X|NOM-024-SCFI-2013|2025-10-15 15:33:04|
3992|5007364|510|85118001|20|EN|X|NOM-024-SCFI-2013|2025-10-16 19:47:08|
3992|5007216|510|84818099|16|ES|N||2025-10-16 19:47:02|
3992|5007011|510|84213199|15|UM|O||2025-10-09 15:58:03|
3992|5007790|510|84099199|18|ES|N||2025-10-27 17:18:03|
3992|5007792|510|85129007|30|EN|X|NOM-024-SCFI-2013|2025-10-27 17:18:01|
3992|5007246|510|84073299|26|UM|O||2025-10-15 16:16:01|
3992|5007356|510|85118001|22|UM|O||2025-10-16 19:46:00|
3992|5007140|510|84099199|11|UM|O||2025-10-02 15:12:04|
3992|5007161|510|85071099|16|UM|O||2025-10-02 16:12:03|
3992|5007361|510|85392999|29|UM|O||2025-10-16 19:46:03|
3992|5007258|510|85122099|29|ES|N||2025-10-14 14:47:03|
3992|5007399|510|84213199|14|EN|X|NOM-050-SCFI-2004|2025-10-28 12:19:02|
3992|5006729|510|85443099|33|EN|E|NOM-024-SCFI-2013|2025-10-28 14:09:01|
3992|5007114|510|39269099|1|EN|U|NOM-002-CONAGUA-2021|2025-10-10 16:21:04|
3992|5007404|510|85071099|15|EN|X|NOM-024-SCFI-2013|2025-10-16 19:48:08|
3992|5006748|510|85443099|30|ES|N||2025-10-16 15:07:04|
3992|5007424|510|85071099|18|ES|N||2025-10-16 18:31:05|
3992|5007229|510|82060001|11|ES|N||2025-10-16 15:07:03|
3992|5007000|510|85443099|26|UM|O||2025-10-09 15:58:02|
3992|5007955|510|49089099|5|UM|O||2025-10-31 16:51:01|
3992|5007790|510|85443099|34|UM|O||2025-10-27 17:18:03|
3992|5007428|510|85113005|26|ES|N||2025-10-16 20:49:01|
3992|5007365|510|85113005|19|UM|O||2025-10-16 19:47:08|
3992|5006868|510|49089099|5|ES|N||2025-10-02 17:09:04|
3992|5007142|510|82060001|7|EN|X|NOM-050-SCFI-2004|2025-10-02 15:12:04|
3992|5007229|510|85113005|21|ES|N||2025-10-16 15:07:03|
3992|5007266|510|84818099|20|UM|O||2025-10-16 19:47:07|
3992|5007790|510|39269099|2|XP|S3|U|2025-10-27 17:18:03|
3992|5007874|510|85044017|16|EN|X|NOM-001-SCFI-2018|2025-10-29 16:02:01|
3992|5007000|510|49089099|7|ES|N||2025-10-09 15:58:02|
3992|5007371|510|90318099|34|ES|N||2025-10-16 19:47:10|
3992|5007258|510|85364199|32|UM|O||2025-10-14 14:47:03|
3992|5007277|510|85122001|27|UM|O||2025-10-15 15:27:00|
3992|5007389|510|73269099|37|XP|T1|U|2025-10-16 20:20:01|
3992|5007001|510|85443099|26|EN|E|NOM-024-SCFI-2013|2025-10-09 15:58:02|
3992|5007902|510|49089099|4|UM|O||2025-10-29 20:28:04|
3992|5007735|510|39269099|2|UM|O||2025-10-27 13:10:04|
3992|5007389|510|85123099|20|EN|X|NOM-024-SCFI-2013|2025-10-16 20:20:01|
3992|5007420|510|84213199|12|UM|O||2025-10-16 18:31:04|
3992|5007136|510|85364199|22|EN|X|NOM-024-SCFI-2013|2025-10-02 15:12:02|
3992|5006869|510|85113005|22|UM|O||2025-10-02 17:09:04|
3992|5007389|510|39269099|1|XP|A1|U|2025-10-16 20:20:01|
3992|5007387|510|84099199|11|ES|N||2025-10-16 19:48:01|
3992|5007741|510|84831008|14|ES|N||2025-10-27 13:11:04|
3992|5007864|510|85122001|27|ES|N||2025-10-29 15:08:03|
3992|5007190|510|90292006|36|UM|O||2025-10-10 17:02:00|
3992|5006780|510|85122001|24|EN|X|NOM-024-SCFI-2013|2025-10-16 18:38:01|
3992|5007405|510|84213199|12|UM|O||2025-10-16 19:48:08|
3992|5007427|510|84213199|20|EN|X|NOM-050-SCFI-2004|2025-10-16 20:49:01|
3992|5007376|510|85365099|13|ES|N||2025-10-16 21:42:01|
3992|5007190|510|49089099|8|ES|N||2025-10-10 17:02:00|
3992|5007834|510|73269099|37|XP|T3|U|2025-10-27 19:03:02|
3992|5007875|510|39269099|2|EN|X|NOM-050-SCFI-2004|2025-10-29 16:02:02|
3992|5007367|510|85118001|20|EN|X|NOM-024-SCFI-2013|2025-10-16 19:47:09|
3992|5007423|510|84842001|16|ES|N||2025-10-16 18:31:05|
3992|5006869|510|49089099|5|ES|N||2025-10-02 17:09:04|
3992|5006985|510|84213199|20|ES|N||2025-10-02 16:34:01|
3992|5007377|510|82060001|7|UM|O||2025-10-16 21:42:02|
3992|5007262|510|85071099|24|PS|XVb||2025-10-16 19:47:05|
3992|5006734|510|85176217|30|EN|U|NOM-218-SCFI-2017|2025-10-28 14:09:02|
3992|5007402|510|83012002|11|UM|O||2025-10-28 12:19:02|
3992|5006623|510|85113005|24|ES|N||2025-10-10 17:49:02|
3992|5007266|510|39269099|2|XP|S3|U|2025-10-16 19:47:07|
3992|5007387|510|49089099|34|EN|X|NOM-050-SCFI-2004|2025-10-16 19:48:01|
3992|5007442|510|82060001|7|EN|X|NOM-050-SCFI-2004|2025-10-17 13:31:04|
3992|5007263|510|85129007|30|EN|X|NOM-024-SCFI-2013|2025-10-16 19:47:05|
3992|5006941|510|85444299|36|UM|O||2025-10-10 17:49:03|
3992|5007478|510|90292006|34|ES|N||2025-10-28 12:19:05|
3992|5007792|510|83012002|16|EN|U|NOM-050-SCFI-2004|2025-10-27 17:18:01|
3992|5007414|510|39269099|41|XP|A1|U|2025-10-16 20:49:00|
3992|5007387|510|85365099|23|EN|X|NOM-024-SCFI-2013|2025-10-16 19:48:01|
3992|5006990|510|85176217|31|EN|U|NOM-221-SCFI-2017|2025-10-02 16:34:04|
3992|5007165|510|84818099|13|UM|O||2025-10-02 16:12:04|
3992|5007387|510|84831008|32|UM|O||2025-10-16 19:48:01|
3992|5007263|510|39233002|1|ES|N||2025-10-16 19:47:05|
3992|5006734|510|49089099|9|EN|X|NOM-050-SCFI-2004|2025-10-28 14:09:02|
3992|5007105|510|39269099|1|XP|S3|U|2025-10-28 13:14:01|
3992|5006943|510|39269099|3|XP|A1|U|2025-10-10 17:49:05|
3992|5007216|510|85123099|28|ES|N||2025-10-16 19:47:02|
3992|5007420|510|39269099|1|UM|O||2025-10-16 18:31:04|
3992|5007370|510|83100099|12|UM|O||2025-10-16 19:47:10|
3992|5007397|510|84213199|13|PS|XVb||2025-10-16 19:48:06|
3992|5006943|510|84833004|22|EN|X|NOM-050-SCFI-2004|2025-10-10 17:49:05|
3992|5007741|510|85071099|15|ES|N||2025-10-27 13:11:04|
3992|5007410|510|40114001|2|UM|O||2025-10-27 13:12:04|
3992|5007340|510|40114001|4|EN|X|NOM-050-SCFI-2004|2025-10-14 12:50:01|
3992|5007419|510|39269099|1|XP|S3|U|2025-10-16 18:31:03|
3992|5007150|510|85122099|24|UM|O||2025-10-02 15:23:01|
3992|5007152|510|85122001|23|UM|O||2025-10-02 15:10:01|
3992|5007413|510|73181599|7|ES|N||2025-10-16 19:11:03|
3992|5007366|510|85113005|19|ES|N||2025-10-16 19:47:09|
3992|5007802|510|85123099|28|EN|X|NOM-024-SCFI-2013|2025-10-27 18:47:02|
3992|5007861|510|85113005|25|EN|E|NOM-024-SCFI-2013|2025-10-29 15:08:01|
3992|5007007|510|70091099|8|UM|O||2025-10-09 15:58:03|
3992|5007429|510|90292006|40|EN|U|NOM-024-SCFI-2013|2025-10-16 20:49:01|
3992|5007366|510|85444299|29|ES|N||2025-10-16 19:47:09|
3992|5007370|510|85123099|24|UM|O||2025-10-16 19:47:10|
3992|5007236|510|39269099|2|XP|S3|U|2025-10-15 15:12:01|
3992|5007000|510|85176217|27|EN|U|NOM-218-SCFI-2017|2025-10-09 15:58:02|
3992|5007805|510|84213199|24|ES|N||2025-10-30 17:57:00|
3992|5007735|510|84213199|12|EN|X|NOM-050-SCFI-2004|2025-10-27 13:10:04|
3992|5007308|510|73181599|7|EN|X|NOM-050-SCFI-2004|2025-10-16 21:23:01|
3992|5007426|510|90292006|31|EN|X|NOM-050-SCFI-2004|2025-10-16 18:31:06|
3992|5006985|510|85176217|31|EN|X|NOM-024-SCFI-2013|2025-10-02 16:34:01|
3992|5007160|510|85365099|24|ES|N||2025-10-02 16:12:01|
3992|5007219|510|85118001|22|EN|X|NOM-024-SCFI-2013|2025-10-16 19:47:04|
3992|5007248|510|84212301|21|ES|N||2025-10-15 16:58:02|
3992|5007738|510|84821099|13|EN|X|NOM-050-SCFI-2004|2025-10-27 13:10:06|
3992|5007842|510|84821099|21|EN|ENOM|NOM-050-SCFI-2004|2025-10-31 19:49:00|
3992|5007173|510|40094203|2|ES|N||2025-10-09 13:34:01|
3992|5007407|510|84821099|13|EN|X|NOM-050-SCFI-2004|2025-10-16 19:48:05|
3992|5007403|510|83012002|8|ES|N||2025-10-16 19:48:07|
3992|5007327|510|85176217|18|EN|U|NOM-218-SCFI-2017|2025-10-15 13:55:04|
3992|5006780|510|84213199|15|ES|N||2025-10-16 18:38:01|
3992|5007115|510|85071099|18|EN|X|NOM-024-SCFI-2013|2025-10-10 16:21:01|
3992|5007274|510|85443099|30|ES|N||2025-10-28 13:51:02|
3992|5007780|510|82060001|28|UM|O||2025-10-28 14:10:01|
3992|5006780|510|84818099|16|EN|U|NOM-093-SCFI-2020|2025-10-16 18:38:01|
3992|5007360|510|83012002|13|UM|O||2025-10-16 19:46:02|
3992|5007152|510|83012002|13|ES|N||2025-10-02 15:10:01|
3992|5007121|510|49089099|4|UM|O||2025-10-02 16:04:04|
3992|5007389|510|85123099|20|ES|N||2025-10-16 20:20:01|
3992|5007267|510|49089099|6|EN|X|NOM-050-SCFI-2004|2025-10-15 15:33:03|
3992|5007803|510|39269099|4|ES|N||2025-10-27 18:47:03|
3992|5007877|510|85071099|15|PS|XVb||2025-10-29 16:02:03|
3992|5007006|510|49089099|7|UM|O||2025-10-09 15:58:03|
3992|5007414|510|83025001|15|ES|N||2025-10-16 20:49:00|
3992|5007271|510|70091099|7|UM|O||2025-10-15 15:33:04|
3992|5007424|510|70091099|4|ES|N||2025-10-16 18:31:05|
3992|5007409|510|39269099|2|XP|A1|U|2025-10-16 19:48:07|
3992|5007110|510|83012002|8|EN|U|NOM-050-SCFI-2004|2025-10-10 16:21:03|
3992|5007805|510|85119006|40|ES|N||2025-10-30 17:57:00|
3992|5007801|510|85364199|29|UM|O||2025-10-27 18:47:02|
3992|5007309|510|85123099|22|EN|X|NOM-024-SCFI-2013|2025-10-16 21:23:02|
3992|5007229|510|85122001|27|EN|X|NOM-024-SCFI-2013|2025-10-16 15:07:03|
3992|5007165|510|83012002|9|ES|N||2025-10-02 16:12:04|
3992|5006993|510|84099199|19|EN|E|NOM-050-SCFI-2004|2025-10-02 16:34:05|
3992|5007331|510|90292006|26|ES|N||2025-10-15 13:55:03|
3992|5007397|510|70091099|6|UM|O||2025-10-16 19:48:06|
3992|5007801|510|40169901|6|ES|N||2025-10-27 18:47:02|
3992|5007739|510|85123099|20|EN|X|NOM-024-SCFI-2013|2025-10-27 13:11:02|
3992|5007009|510|85122001|23|EN|X|NOM-024-SCFI-2013|2025-10-09 15:58:04|
3992|5007428|510|90292006|40|EN|X|NOM-050-SCFI-2004|2025-10-16 20:49:01|
3992|5007393|510|84831008|32|EN|X|NOM-050-SCFI-2004|2025-10-16 20:20:01|
3992|5007429|510|84821099|22|UM|O||2025-10-16 20:49:01|
3992|5007251|510|85071099|20|UM|O||2025-10-16 15:07:05|
3992|5007176|510|85071099|14|PS|XVb||2025-10-09 13:34:03|
3992|5007276|510|73181599|8|EC|1||2025-10-28 13:51:03|
3992|5007274|510|85113005|21|UM|O||2025-10-28 13:51:02|
3992|5007262|510|40114001|3|UM|O||2025-10-16 19:47:05|
3992|5007365|510|85176217|25|EN|U|NOM-019-SCFI-1998|2025-10-16 19:47:08|
3992|5007018|510|85118001|23|EN|X|NOM-024-SCFI-2013|2025-10-02 17:09:01|
3992|5007160|510|85113005|17|EN|E|NOM-024-SCFI-2013|2025-10-02 16:12:01|
3992|5006752|510|85176217|27|ES|N||2025-10-16 15:07:03|
3992|5007425|510|84073299|9|UM|O||2025-10-16 18:31:06|
3992|5007830|510|85122001|16|UM|O||2025-10-27 19:03:02|
3992|5007805|510|73181599|10|UM|O||2025-10-30 17:57:00|
3992|5007208|510|85365099|29|EN|U|NOM-003-SCFI-2014|2025-10-09 18:14:01|
3992|5007408|510|82060001|7|EN|X|NOM-050-SCFI-2004|2025-10-16 19:48:06|
3992|5007271|510|85044017|19|UM|O||2025-10-15 15:33:04|
3992|5007308|510|84213199|12|PS|XVb||2025-10-16 21:23:01|
3992|5007250|510|85176217|30|EN|X|NOM-024-SCFI-2013|2025-10-16 15:07:04|
3992|5007206|510|84213199|17|ES|N||2025-10-09 18:14:00|
3992|5007950|510|49089099|8|EN|X|NOM-050-SCFI-2004|2025-10-31 18:16:02|
3992|5007737|510|39269099|2|XP|S1|U|2025-10-27 13:10:05|
3992|5007267|510|85044017|19|ES|N||2025-10-15 15:33:03|
3992|5007249|510|85364199|32|EN|X|NOM-024-SCFI-2013|2025-10-16 15:07:03|
3992|5007155|510|84099199|15|ES|N||2025-10-02 15:10:02|
3992|5007150|510|70091099|8|EN|U|NOM-024-SCFI-2013|2025-10-02 15:23:01|
3992|5007229|510|85044017|19|ES|N||2025-10-16 15:07:03|
3992|5007403|510|90292006|28|ES|N||2025-10-16 19:48:07|
3992|5007792|510|85122001|28|ES|N||2025-10-27 17:18:01|
3992|5007274|510|85444299|31|UM|O||2025-10-28 13:51:02|
3992|5007208|510|85118001|22|EN|X|NOM-024-SCFI-2013|2025-10-09 18:14:01|
3992|5007228|510|85176217|30|UM|O||2025-10-16 15:07:02|
3992|5007250|510|85122001|27|UM|O||2025-10-16 15:07:04|
3992|5007389|510|84831008|32|EN|X|NOM-050-SCFI-2004|2025-10-16 20:20:01|
3992|5007391|510|84213199|12|UM|O||2025-10-16 19:48:03|
3992|5007289|510|49089099|12|ES|N||2025-10-10 17:49:01|
3992|5007105|510|85176217|27|EN|U|NOM-016-SCFI-1993|2025-10-28 13:14:01|
3992|5007792|510|40169304|4|ES|N||2025-10-27 17:18:01|
3992|5007237|510|39269099|2|EN|X|NOM-050-SCFI-2004|2025-10-15 15:12:02|
3992|5007390|510|83012002|8|UM|O||2025-10-16 19:48:02|
3992|5007018|510|70091099|7|EN|U|NOM-024-SCFI-2013|2025-10-02 17:09:01|
3992|5006989|510|83012002|16|EN|U|NOM-050-SCFI-2004|2025-10-02 16:34:03|
3992|5007365|510|84831008|16|ES|N||2025-10-16 19:47:08|
3992|5007397|510|84099199|11|EN|E|NOM-050-SCFI-2004|2025-10-16 19:48:06|
3992|5007400|510|84073299|12|EN|X|NOM-050-SCFI-2004|2025-10-28 12:19:00|
3992|5007805|510|49089099|7|EN|ENOM|NOM-050-SCFI-2004|2025-10-30 17:57:00|
3992|5006999|510|84099199|14|ES|N||2025-10-09 15:58:01|
3992|5006781|510|83012002|12|ES|N||2025-10-16 18:38:02|
3992|5006781|510|85122001|25|ES|N||2025-10-16 18:38:02|
3992|5006781|510|85365099|33|EN|X|NOM-024-SCFI-2013|2025-10-16 18:38:02|
3992|5007390|510|85365099|23|EN|X|NOM-024-SCFI-2013|2025-10-16 19:48:02|
3992|5007008|510|85364199|25|UM|O||2025-10-09 15:58:04|
3992|5007880|510|84099199|8|EN|E|NOM-050-SCFI-2004|2025-10-29 16:54:01|
3992|5007400|510|85071099|18|UM|O||2025-10-28 12:19:00|
3992|5006781|510|84818099|16|UM|O||2025-10-16 18:38:02|
3992|5007425|510|90318099|32|XP|D1|U|2025-10-16 18:31:06|
3992|5007154|510|83012002|12|UM|O||2025-10-02 15:10:02|
3992|5007122|510|85118001|16|EN|X|NOM-024-SCFI-2013|2025-10-02 16:04:04|
3992|5007328|510|70091099|7|EN|X|NOM-050-SCFI-2004|2025-10-15 13:54:00|
3992|5007237|510|85071099|19|EN|X|NOM-024-SCFI-2013|2025-10-15 15:12:02|
3992|5007902|510|39269099|1|EN|X|NOM-050-SCFI-2004|2025-10-29 20:28:04|
3992|5007861|510|73181606|14|UM|O||2025-10-29 15:08:01|
3992|5006943|510|49089099|8|UM|O||2025-10-10 17:49:05|
3992|5007332|510|39269099|2|XP|S3|U|2025-10-15 13:55:03|
3992|5007215|510|90292006|38|UM|O||2025-10-16 19:47:02|
3992|5007425|510|73181599|6|UM|O||2025-10-16 18:31:06|
3992|5007428|510|82060001|12|UM|O||2025-10-16 20:49:01|
3992|5007292|510|39269099|5|UM|O||2025-10-10 17:49:02|
3992|5007275|510|85364199|28|UM|O||2025-10-28 13:51:03|
3992|5007478|510|73181599|7|ES|N||2025-10-28 12:19:05|
3992|5007358|510|85176217|26|EN|U|NOM-196-SCFI-2016|2025-10-16 19:46:01|
3992|5007414|510|85113005|26|UM|O||2025-10-16 20:49:00|
3992|5007151|510|85123099|25|UM|O||2025-10-02 15:10:00|
3992|5006985|510|85122001|28|EN|X|NOM-024-SCFI-2013|2025-10-02 16:34:01|
3992|5007426|510|90318099|32|UM|O||2025-10-16 18:31:06|
3992|5007426|510|85044017|17|UM|O||2025-10-16 18:31:06|
3992|5007013|510|85071099|20|ES|N||2025-10-28 13:14:01|
3992|5007798|510|39269099|1|ES|N||2025-10-27 18:47:00|
3992|5007292|510|84099199|27|UM|O||2025-10-10 17:49:02|
3992|5007391|510|85364199|22|EN|X|NOM-024-SCFI-2013|2025-10-16 19:48:03|
3992|5007212|510|85122001|26|EN|X|NOM-024-SCFI-2013|2025-10-16 19:47:00|
3992|5007426|510|84073299|9|ES|N||2025-10-16 18:31:06|
3992|5007390|510|49089099|34|ES|N||2025-10-16 19:48:02|
3992|5006664|510|73181599|14|EC|1||2025-10-10 16:27:03|
3992|5007108|510|85071099|20|EN|X|NOM-024-SCFI-2013|2025-10-27 17:43:02|
3992|5007441|510|85365099|27|EN|U|NOM-003-SCFI-2014|2025-10-28 12:19:01|
3992|5007263|510|85071099|24|PS|XVb||2025-10-16 19:47:05|
3992|5007259|510|84073299|18|ES|N||2025-10-14 14:48:02|
3992|5006868|510|70091099|7|EN|U|NOM-024-SCFI-2013|2025-10-02 17:09:04|
3992|5006986|510|84073299|18|UM|O||2025-10-02 16:34:02|
3992|5007329|510|84821099|14|EN|X|NOM-050-SCFI-2004|2025-10-15 13:54:01|
3992|5007214|510|70091099|5|ES|N||2025-10-16 19:47:01|
3992|5007477|510|73181599|8|UM|O||2025-10-28 12:19:04|
3992|5007861|510|32091002|1|UM|O||2025-10-29 15:08:01|
3992|5006999|510|84818099|16|UM|O||2025-10-09 15:58:01|
3992|5007364|510|84099199|14|UM|O||2025-10-16 19:47:08|
3992|5007306|510|85176217|33|EN|U|NOM-218-SCFI-2017|2025-10-16 21:23:01|
3992|5007306|510|73181599|7|ES|N||2025-10-16 21:23:01|
3992|5007428|510|85176217|31|EN|U|NOM-221-SCFI-2017|2025-10-16 20:49:01|
3992|5006411|510|84099199|23|EN|E|NOM-050-SCFI-2004|2025-10-10 17:37:03|
3992|5007865|510|85443099|34|ES|N||2025-10-29 15:08:03|
3992|5007742|510|85113005|16|UM|O||2025-10-27 13:11:06|
3992|5007332|510|85176217|18|EN|U|NOM-218-SCFI-2017|2025-10-15 13:55:03|
3992|5007267|510|85176217|26|EN|U|NOM-019-SCFI-1998|2025-10-15 15:33:03|
3992|5006989|510|82060001|15|UM|O||2025-10-02 16:34:03|
3992|5006993|510|73181599|13|EC|1||2025-10-02 16:34:05|
3992|5007253|510|85176217|31|EN|U|NOM-221-SCFI-2017|2025-10-14 14:47:01|
3992|5007420|510|85123099|23|UM|O||2025-10-16 18:31:04|
3992|5007111|510|85176217|27|EN|X|NOM-024-SCFI-2013|2025-10-27 17:43:04|
3992|5007798|510|70091099|9|UM|O||2025-10-27 18:47:00|
3992|5006675|510|73269099|18|XP|T1|U|2025-10-10 16:27:02|
3992|5006781|510|85122001|27|ES|N||2025-10-16 18:38:02|
3992|5006781|510|85044017|19|EN|X|NOM-001-SCFI-2018|2025-10-16 18:38:02|
3992|5007391|510|85176217|6|UM|O||2025-10-16 19:48:03|
3992|5007228|510|85122001|27|UM|O||2025-10-16 15:07:02|
3992|5006675|510|82060001|19|ES|N||2025-10-10 16:27:02|
3992|5007880|510|73181599|6|UM|O||2025-10-29 16:54:01|
3992|5007453|510|85123099|23|UM|O||2025-10-28 12:19:03|
3992|5007421|510|84818099|13|UM|O||2025-10-16 18:31:04|
3992|5007220|510|85044017|19|UM|O||2025-10-16 19:47:04|
3992|5006994|510|85364199|32|UM|O||2025-10-02 16:34:05|
3992|5006985|510|39269099|3|XP|S3|U|2025-10-02 16:34:01|
3992|5007389|510|85443099|24|EN|E|NOM-024-SCFI-2013|2025-10-16 20:20:01|
3992|5007262|510|85364199|32|EN|U|NOM-024-SCFI-2013|2025-10-16 19:47:05|
3992|5007783|510|84212301|11|UM|O||2025-10-27 18:16:01|
3992|5007111|510|90292006|32|EN|X|NOM-050-SCFI-2004|2025-10-27 17:43:04|
3992|5007176|510|85176217|16|EN|U|NOM-001-SCFI-2018|2025-10-09 13:34:03|
3992|5007368|510|85122099|23|UM|O||2025-10-16 19:47:07|
3992|5007409|510|73181599|6|EC|1||2025-10-16 19:48:07|
3992|5007235|510|84073299|14|UM|O||2025-10-15 15:12:01|
3992|5007391|510|49089099|34|EN|X|NOM-050-SCFI-2004|2025-10-16 19:48:03|
3992|5006872|510|40169304|4|UM|O||2025-10-10 17:49:05|
3992|5007955|510|84831008|24|ES|N||2025-10-31 16:51:01|
3992|5007733|510|84099199|10|EN|E|NOM-050-SCFI-2004|2025-10-27 19:11:02|
3992|5007214|510|90292006|38|EN|X|NOM-050-SCFI-2004|2025-10-16 19:47:01|
3992|5007365|510|39239099|1|PS|XVb||2025-10-16 19:47:08|
3992|5006986|510|85122099|29|EN|X|NOM-024-SCFI-2013|2025-10-02 16:34:02|
3992|5006990|510|39191001|2|UM|O||2025-10-02 16:34:04|
3992|5007267|510|84099199|15|EN|E|NOM-050-SCFI-2004|2025-10-15 15:33:03|
3992|5007393|510|40114001|2|ES|N||2025-10-16 20:20:01|
3992|5007736|510|84073299|10|EN|X|NOM-050-SCFI-2004|2025-10-27 13:10:04|
3992|5007739|510|84099199|11|UM|O||2025-10-27 13:11:02|
3992|5006625|510|84213199|19|EN|X|NOM-050-SCFI-2004|2025-10-10 17:49:03|
3992|5007405|510|84099199|11|EN|E|NOM-050-SCFI-2004|2025-10-16 19:48:08|
3992|5007394|510|85176217|6|UM|O||2025-10-16 19:48:03|
3992|5007228|510|73181599|7|EN|X|NOM-050-SCFI-2004|2025-10-16 15:07:02|
