Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveCaso|IdentificadorCaso|ComplementoCaso|FechaPagoReal
3992|5007276|510|40169999|3|ES|N||2025-10-28 13:51:03|
3992|5007900|510|85118001|15|ES|N||2025-10-29 20:28:02|
3992|5007275|510|85364199|27|EN|X|NOM-024-SCFI-2013|2025-10-28 13:51:03|
3992|5007802|510|83100099|17|EN|X|NOM-050-SCFI-2004|2025-10-27 18:47:02|
3992|5007256|510|85364199|32|UM|O||2025-10-14 14:47:02|
3992|5007212|510|85176217|30|UM|O||2025-10-16 19:47:00|
3992|5007737|510|39269099|2|XP|S3|U|2025-10-27 13:10:05|
3992|5007481|510|85113005|19|ES|N||2025-10-28 12:19:06|
3992|5007737|510|73181599|6|ES|N||2025-10-27 13:10:05|
3992|5006749|510|39233002|2|EN|X|NOM-050-SCFI-2004|2025-10-16 15:07:02|
3992|5006780|510|85444299|35|UM|O||2025-10-16 18:38:01|
3992|5007951|510|84099199|17|UM|O||2025-10-31 18:16:02|
3992|5007402|510|85122001|22|EN|X|NOM-024-SCFI-2013|2025-10-28 12:19:02|
3992|5007690|510|82060001|11|ES|N||2025-10-27 17:43:02|
3992|5006748|510|84213199|17|EN|X|NOM-050-SCFI-2004|2025-10-16 15:07:04|
3992|5007256|510|85113005|25|ES|N||2025-10-14 14:47:02|
3992|5007802|510|83012002|15|EN|U|NOM-050-SCFI-2004|2025-10-27 18:47:02|
3992|5007862|510|84099199|19|EN|E|NOM-050-SCFI-2004|2025-10-29 15:08:01|
3992|5007106|510|85123099|24|UM|O||2025-10-27 17:43:04|
3992|5007887|510|49089099|4|EN|X|NOM-050-SCFI-2004|2025-10-29 20:28:01|
3992|5007250|510|85364199|31|UM|O||2025-10-16 15:07:04|
3992|5007420|510|85044017|17|UM|O||2025-10-16 18:31:04|
3992|5007005|510|85123099|26|UM|O||2025-10-22 15:24:02|
3992|5007860|510|90292006|38|EN|X|NOM-050-SCFI-2004|2025-10-29 15:08:00|
3992|5007865|510|85071099|24|PS|XVb||2025-10-29 15:08:03|
3992|5007409|510|49089099|4|ES|N||2025-10-16 19:48:07|
3992|5007448|510|82060001|7|ES|N||2025-10-17 13:31:06|
3992|5007828|510|85364199|22|EN|X|NOM-024-SCFI-2013|2025-10-27 19:03:01|
3992|5007449|510|85123099|23|ES|N||2025-10-28 12:19:03|
3992|5007738|510|85113005|16|ES|N||2025-10-27 13:10:06|
3992|5007378|510|73181599|5|EC|1||2025-10-16 21:42:02|
3992|5006781|510|73181599|7|EN|X|NOM-050-SCFI-2004|2025-10-16 18:38:02|
3992|5007799|510|85113005|41|EN|E|NOM-024-SCFI-2013|2025-10-27 18:47:01|
3992|5007792|510|85364199|32|EN|U|NOM-024-SCFI-2013|2025-10-27 17:18:01|
3992|5007798|510|83012002|12|ES|N||2025-10-27 18:47:00|
3992|5007865|510|40169304|5|EN|U|NOM-002-CONAGUA-2021|2025-10-29 15:08:03|
3992|5007235|510|85122001|26|ES|N||2025-10-15 15:12:01|
3992|5007216|510|85364199|31|UM|O||2025-10-16 19:47:02|
3992|5007793|510|85123099|29|EN|X|NOM-024-SCFI-2013|2025-10-27 17:18:02|
3992|5007836|510|84099199|11|EN|E|NOM-050-SCFI-2004|2025-10-27 19:03:04|
3992|5007729|510|85119006|18|ES|N||2025-10-27 19:11:01|
3992|5007324|510|40118001|1|ES|N||2025-10-17 13:50:01|
3992|5007419|510|85044017|17|ES|N||2025-10-16 18:31:03|
3992|5007866|510|84099199|19|UM|O||2025-10-29 15:09:01|
3992|5007479|510|73181599|8|ES|N||2025-10-28 12:19:05|
3992|5007826|510|70091099|5|ES|N||2025-10-27 19:03:04|
3992|5007420|510|39269099|1|XP|S3|U|2025-10-16 18:31:04|
3992|5007264|510|84818099|20|ES|N||2025-10-16 19:47:06|
3992|5007897|510|85364199|20|ES|N||2025-10-29 20:28:02|
3992|5007952|510|73181599|12|EN|X|NOM-050-SCFI-2004|2025-10-31 18:16:02|
3992|5007952|510|85044017|23|UM|O||2025-10-31 18:16:02|
3992|5007803|510|39269099|4|EN|X|NOM-050-SCFI-2004|2025-10-27 18:47:03|
3992|5007229|510|85044017|19|EN|X|NOM-024-SCFI-2013|2025-10-16 15:07:03|
3992|5007417|510|84831008|14|UM|O||2025-10-16 18:31:02|
3992|5007005|510|73181606|10|ES|N||2025-10-22 15:24:02|
3992|5007899|510|85118001|15|UM|O||2025-10-29 20:28:01|
3992|5007867|510|49089099|40|EN|X|NOM-050-SCFI-2004|2025-10-29 15:08:02|
3992|5007443|510|85176217|21|EN|U|NOM-016-SCFI-1993|2025-10-17 13:31:04|
3992|5007303|510|49119999|6|EN|X|NOM-050-SCFI-2004|2025-10-17 12:02:02|
3992|5007729|510|39269099|2|ES|N||2025-10-27 19:11:01|
3992|5006733|510|84213199|19|ES|N||2025-10-28 14:09:01|
3992|5007738|510|82060001|7|EN|X|NOM-050-SCFI-2004|2025-10-27 13:10:06|
3992|5007388|510|85118001|14|UM|O||2025-10-16 19:48:02|
3992|5006752|510|84831008|19|UM|O||2025-10-16 15:07:03|
3992|5007836|510|90292006|31|EN|X|NOM-050-SCFI-2004|2025-10-27 19:03:04|
3992|5007951|510|85118001|19|EN|X|NOM-024-SCFI-2013|2025-10-31 18:16:02|
3992|5006731|510|85176217|30|UM|O||2025-10-28 00:21:05|
3992|5007834|510|85364199|22|UM|O||2025-10-27 19:03:02|
3992|5006752|510|90292006|36|EN|U|NOM-024-SCFI-2013|2025-10-16 15:07:03|
3992|5007421|510|73181599|6|EC|1||2025-10-16 18:31:04|
3992|5007734|510|85176217|21|EN|X|NOM-024-SCFI-2013|2025-10-27 13:10:02|
3992|5007399|510|85444299|29|PS|XVb||2025-10-28 12:19:02|
3992|5007951|510|39269099|2|EN|X|NOM-050-SCFI-2004|2025-10-31 18:16:02|
3992|5007307|510|85123099|18|UM|O||2025-10-17 12:02:04|
3992|5007360|510|84831008|18|UM|O||2025-10-16 19:46:02|
3992|5007478|510|85113005|19|EN|E|NOM-024-SCFI-2013|2025-10-28 12:19:05|
3992|5007861|510|85176217|31|EN|X|NOM-208-SCFI-2016|2025-10-29 15:08:01|
3992|5007002|510|84833004|17|ES|N||2025-10-22 15:24:01|
3992|5007417|510|85071099|18|PS|XVb||2025-10-16 18:31:02|
3992|5007260|510|84831008|22|EN|X|NOM-050-SCFI-2004|2025-10-16 20:19:01|
3992|5007107|510|84073299|13|UM|O||2025-10-27 17:43:01|
3992|5007802|510|40114001|5|UM|O||2025-10-27 18:47:02|
3992|5007402|510|90292006|34|UM|O||2025-10-28 12:19:02|
3992|5007691|510|73181606|9|EN|X|NOM-050-SCFI-2004|2025-10-27 17:43:03|
3992|5007212|510|70091099|5|EN|U|NOM-024-SCFI-2013|2025-10-16 19:47:00|
3992|5007228|510|85118001|22|ES|N||2025-10-16 15:07:02|
3992|5007773|510|83100001|21|ES|N||2025-10-24 17:19:01|
3992|5007782|510|49089099|4|EN|X|NOM-050-SCFI-2004|2025-10-28 14:43:02|
3992|5007874|510|85364199|23|ES|N||2025-10-29 16:02:01|
3992|5007425|510|85122001|21|EN|X|NOM-024-SCFI-2013|2025-10-16 18:31:06|
3992|5007423|510|85044017|17|EN|X|NOM-001-SCFI-2018|2025-10-16 18:31:05|
3992|5007862|510|85122001|27|EN|X|NOM-024-SCFI-2013|2025-10-29 15:08:01|
3992|5007802|510|82060001|13|ES|N||2025-10-27 18:47:02|
3992|5007800|510|39269099|4|EN|X|NOM-050-SCFI-2004|2025-10-27 18:47:01|
3992|5007262|510|84073299|17|UM|O||2025-10-16 19:47:05|
3992|5006752|510|83012002|14|UM|O||2025-10-16 15:07:03|
3992|5007799|510|84099199|44|UM|O||2025-10-27 18:47:01|
3992|5007802|510|84213199|39|UM|O||2025-10-27 18:47:02|
3992|5007791|510|90292006|12|EN|X|NOM-050-SCFI-2004|2025-10-28 16:49:03|
3992|5007276|510|85123099|25|ES|N||2025-10-28 13:51:03|
3992|5007422|510|84099199|10|ES|N||2025-10-16 18:31:05|
3992|5007444|510|73181599|6|UM|O||2025-10-17 13:31:05|
3992|5006997|510|90318099|34|XP|D1|U|2025-10-22 15:24:01|
3992|5007873|510|90292006|32|ES|N||2025-10-29 16:02:01|
3992|5007805|510|85443099|46|ES|N||2025-10-30 17:57:00|
3992|5007419|510|39269099|1|XP|S1|U|2025-10-16 18:31:03|
3992|5006781|510|73181599|7|UM|O||2025-10-16 18:38:02|
3992|5007296|510|39269099|31|EN|X|NOM-050-SCFI-2004|2025-10-28 15:14:00|
3992|5007773|510|39269099|1|ES|N||2025-10-24 17:19:01|
3992|5007106|510|84831008|18|ES|N||2025-10-27 17:43:04|
3992|5007254|510|84099199|14|UM|O||2025-10-15 16:24:01|
3992|5007309|510|39269099|2|EN|U|NOM-002-CONAGUA-2021|2025-10-16 21:23:02|
3992|5007799|510|85123099|28|UM|O||2025-10-27 18:47:01|
3992|5007737|510|84831008|14|ES|N||2025-10-27 13:10:05|
3992|5007735|510|85176217|21|UM|O||2025-10-27 13:10:04|
3992|5007881|510|73181599|6|EC|1||2025-10-29 16:54:02|
3992|5007306|510|39239099|1|PS|XVb||2025-10-16 21:23:01|
3992|5007427|510|84821099|22|EN|X|NOM-050-SCFI-2004|2025-10-16 20:49:01|
3992|5007790|510|85444299|35|PS|XVb||2025-10-27 17:18:03|
3992|5007739|510|39269099|2|XP|S3|U|2025-10-27 13:11:02|
3992|5007734|510|85443099|23|UM|O||2025-10-27 13:10:02|
3992|5007229|510|83012002|12|UM|O||2025-10-16 15:07:03|
3992|5007250|510|90292006|38|UM|O||2025-10-16 15:07:04|
3992|5007477|510|73181599|7|EC|1||2025-10-28 12:19:04|
3992|5007799|510|85122099|43|EN|X|NOM-024-SCFI-2013|2025-10-27 18:47:01|
3992|5007111|510|85176217|27|EN|U|NOM-221-SCFI-2017|2025-10-27 17:43:04|
3992|5007357|510|84073299|15|ES|N||2025-10-16 19:46:01|
3992|5007425|510|85071099|18|EN|X|NOM-024-SCFI-2013|2025-10-16 18:31:06|
3992|5007773|510|85364199|51|UM|O||2025-10-24 17:19:01|
3992|5007950|510|85044017|23|EN|X|NOM-001-SCFI-2018|2025-10-31 18:16:02|
3992|5007736|510|70091099|5|EN|X|NOM-050-SCFI-2004|2025-10-27 13:10:04|
3992|5007692|510|73181599|8|EC|1||2025-10-27 17:43:03|
3992|5007359|510|85176217|26|EN|U|NOM-016-SCFI-1993|2025-10-16 19:46:02|
3992|5007358|510|83012002|13|EN|U|NOM-050-SCFI-2004|2025-10-16 19:46:01|
3992|5007790|510|40114001|3|ES|N||2025-10-27 17:18:03|
3992|5007741|510|70091099|5|EN|U|NOM-024-SCFI-2013|2025-10-27 13:11:04|
3992|5007831|510|85176217|6|EN|X|NOM-208-SCFI-2016|2025-10-27 19:03:03|
3992|5007407|510|85113005|16|EN|E|NOM-024-SCFI-2013|2025-10-16 19:48:05|
3992|5007250|510|85123099|29|UM|O||2025-10-16 15:07:04|
3992|5007478|510|84818099|15|EN|U|NOM-002-CONAGUA-2021|2025-10-28 12:19:05|
3992|5007692|510|84213199|13|EN|X|NOM-050-SCFI-2004|2025-10-27 17:43:03|
3992|5007736|510|84831008|14|EN|X|NOM-050-SCFI-2004|2025-10-27 13:10:04|
3992|5007377|510|84099199|8|ES|N||2025-10-16 21:42:02|
3992|5007407|510|85176217|21|EN|U|NOM-016-SCFI-1993|2025-10-16 19:48:05|
3992|5006729|510|85113005|24|EN|E|NOM-024-SCFI-2013|2025-10-28 14:09:01|
3992|5007863|510|82060001|15|UM|O||2025-10-29 15:08:02|
3992|5007441|510|90292006|34|UM|O||2025-10-28 12:19:01|
3992|5007799|510|82060001|13|UM|O||2025-10-27 18:47:01|
3992|5007407|510|70091099|5|ES|N||2025-10-16 19:48:05|
3992|5007404|510|85071099|15|PS|XVb||2025-10-16 19:48:08|
3992|5007003|510|85176217|27|EN|U|NOM-196-SCFI-2016|2025-10-22 15:24:02|
3992|5007791|510|39233002|1|EN|X|NOM-050-SCFI-2004|2025-10-28 16:49:03|
3992|5007792|510|40169999|5|ES|N||2025-10-27 17:18:01|
3992|5007250|510|85071099|20|PS|XVb||2025-10-16 15:07:04|
3992|5007415|510|84821099|13|ES|N||2025-10-17 13:31:01|
3992|5007276|510|85122001|4|EN|X|NOM-024-SCFI-2013|2025-10-28 13:51:03|
3992|5007863|510|85071099|24|UM|O||2025-10-29 15:08:02|
3992|5007829|510|85444299|25|PS|XVb||2025-10-27 19:03:03|
3992|5007219|510|85122001|26|EN|X|NOM-024-SCFI-2013|2025-10-16 19:47:04|
3992|5007250|510|73181599|8|UM|O||2025-10-16 15:07:04|
3992|5007107|510|40169304|4|EN|U|NOM-002-CONAGUA-2021|2025-10-27 17:43:01|
3992|5007900|510|85123099|18|EN|X|NOM-024-SCFI-2013|2025-10-29 20:28:02|
3992|5007862|510|85123099|30|UM|O||2025-10-29 15:08:01|
3992|5007802|510|85123099|28|ES|N||2025-10-27 18:47:02|
3992|5007377|510|90292006|17|EN|U|NOM-024-SCFI-2013|2025-10-16 21:42:02|
3992|5007361|510|85123099|25|UM|O||2025-10-16 19:46:03|
3992|5007788|510|90318099|7|ES|N||2025-10-27 17:18:02|
3992|5007401|510|73181599|7|EN|X|NOM-050-SCFI-2004|2025-10-28 15:35:03|
3992|5007447|510|40114001|2|ES|N||2025-10-28 12:19:02|
3992|5007446|510|85071099|15|UM|O||2025-10-17 13:31:06|
3992|5007444|510|90292006|28|EN|U|NOM-024-SCFI-2013|2025-10-17 13:31:05|
3992|5007447|510|85443099|28|EN|E|NOM-024-SCFI-2013|2025-10-28 12:19:02|
3992|5007401|510|82060001|10|EN|X|NOM-050-SCFI-2004|2025-10-28 15:35:03|
3992|5007743|510|85176217|21|EN|U|NOM-001-SCFI-2018|2025-10-27 13:11:07|
3992|5007214|510|90292006|38|EN|U|NOM-024-SCFI-2013|2025-10-16 19:47:01|
3992|5007356|510|70091099|8|UM|O||2025-10-16 19:46:00|
3992|5007866|510|39269099|3|XP|S3|U|2025-10-29 15:09:01|
3992|5007477|510|84831008|16|EN|X|NOM-050-SCFI-2004|2025-10-28 12:19:04|
3992|5007789|510|84073299|17|EN|X|NOM-050-SCFI-2004|2025-10-27 17:18:03|
3992|5007296|510|85071099|14|PS|XVb||2025-10-28 15:14:00|
3992|5007329|510|85392999|21|ES|N||2025-10-15 13:54:01|
3992|5007249|510|73181599|8|EC|1||2025-10-16 15:07:03|
3992|5007002|510|84821099|14|UM|O||2025-10-22 15:24:01|
3992|5007787|510|85443099|34|UM|O||2025-10-27 17:18:01|
3992|5007792|510|82060001|15|UM|O||2025-10-27 17:18:01|
3992|5007405|510|73181599|6|ES|N||2025-10-16 19:48:08|
3992|5007346|510|73181599|9|UM|O||2025-10-17 12:02:01|
3992|5007737|510|70091099|5|UM|O||2025-10-27 13:10:05|
3992|5007739|510|84213199|12|UM|O||2025-10-27 13:11:02|
3992|5007773|510|85044017|39|EN|ENOM|NOM-024-SCFI-2013|2025-10-24 17:19:01|
3992|5007429|510|85364199|32|UM|O||2025-10-16 20:49:01|
3992|5007396|510|85122001|18|ES|N||2025-10-16 19:48:04|
3992|5007013|510|85176217|27|EN|X|NOM-208-SCFI-2016|2025-10-28 13:14:01|
3992|5007800|510|83012002|12|ES|N||2025-10-27 18:47:01|
3992|5007952|510|40114001|4|EN|X|NOM-050-SCFI-2004|2025-10-31 18:16:02|
3992|5007399|510|82060001|10|ES|N||2025-10-28 12:19:02|
3992|5007427|510|39269099|4|EN|U|NOM-002-CONAGUA-2021|2025-10-16 20:49:01|
3992|5006752|510|70091099|9|EN|X|NOM-050-SCFI-2004|2025-10-16 15:07:03|
3992|5007783|510|39269099|2|XP|S3|U|2025-10-27 18:16:01|
3992|5007828|510|85129007|21|ES|N||2025-10-27 19:03:01|
3992|5007792|510|85176217|31|EN|U|NOM-218-SCFI-2017|2025-10-27 17:18:01|
3992|5007450|510|73181599|6|EN|X|NOM-050-SCFI-2004|2025-10-17 13:31:07|
3992|5007260|510|40169304|4|EN|U|NOM-002-CONAGUA-2021|2025-10-16 20:19:01|
3992|5007797|510|90292006|34|EN|U|NOM-024-SCFI-2013|2025-10-28 12:21:01|
3992|5007441|510|73181599|8|EN|X|NOM-050-SCFI-2004|2025-10-28 12:19:01|
3992|5007773|510|84073299|22|UM|O||2025-10-24 17:19:01|
3992|5007218|510|73181599|8|EC|1||2025-10-16 19:47:03|
3992|5007427|510|85364199|32|EN|X|NOM-024-SCFI-2013|2025-10-16 20:49:01|
3992|5007900|510|83012002|8|EN|U|NOM-050-SCFI-2004|2025-10-29 20:28:02|
3992|5007955|510|84213199|20|EN|X|NOM-050-SCFI-2004|2025-10-31 16:51:01|
3992|5007275|510|90292006|36|UM|O||2025-10-28 13:51:03|
3992|5007861|510|48211001|7|EX|33||2025-10-29 15:08:01|
3992|5007377|510|73181599|6|EC|1||2025-10-16 21:42:02|
3992|5007216|510|73181599|7|EN|X|NOM-050-SCFI-2004|2025-10-16 19:47:02|
3992|5007005|510|85071099|20|EN|X|NOM-024-SCFI-2013|2025-10-22 15:24:02|
3992|5007782|510|73181599|6|EC|1||2025-10-28 14:43:02|
3992|5007453|510|85176217|24|EN|U|NOM-218-SCFI-2017|2025-10-28 12:19:03|
3992|5007450|510|85176217|21|EN|U|NOM-196-SCFI-2016|2025-10-17 13:31:07|
3992|5007442|510|85443099|23|UM|O||2025-10-17 13:31:04|
3992|5006731|510|39269099|3|UM|O||2025-10-28 00:21:05|
3992|5006733|510|84099199|18|EN|E|NOM-050-SCFI-2004|2025-10-28 14:09:01|
3992|5007773|510|84073299|22|EN|ENOM|NOM-050-SCFI-2004|2025-10-24 17:19:01|
3992|5007358|510|85113005|21|UM|O||2025-10-16 19:46:01|
3992|5007263|510|83012002|16|UM|O||2025-10-16 19:47:05|
3992|5007861|510|85044099|23|EN|X|NOM-058-SCFI-2017|2025-10-29 15:08:01|
3992|5007013|510|90318099|33|UM|O||2025-10-28 13:14:01|
3992|5006733|510|85444299|34|ES|N||2025-10-28 14:09:01|
3992|5006731|510|73269099|14|UM|O||2025-10-28 00:21:05|
3992|5007214|510|84073299|13|ES|N||2025-10-16 19:47:01|
3992|5007256|510|83100099|17|ES|N||2025-10-14 14:47:02|
3992|5007773|510|73182302|15|EN|ENOM|NOM-050-SCFI-2004|2025-10-24 17:19:01|
3992|5007773|510|73182291|14|ES|N||2025-10-24 17:19:01|
3992|5007899|510|70091099|5|EN|U|NOM-024-SCFI-2013|2025-10-29 20:28:01|
3992|5007388|510|85122001|17|UM|O||2025-10-16 19:48:02|
3992|5007440|510|85364199|22|UM|O||2025-10-17 13:31:03|
3992|5007887|510|39269099|1|UM|O||2025-10-29 20:28:01|
3992|5007275|510|84099199|15|EN|E|NOM-050-SCFI-2004|2025-10-28 13:51:03|
3992|5007793|510|85071099|24|UM|O||2025-10-27 17:18:02|
3992|5007369|510|84213199|15|EN|X|NOM-050-SCFI-2004|2025-10-16 19:47:09|
3992|5007388|510|90292006|31|ES|N||2025-10-16 19:48:02|
3992|5007837|510|40114001|2|ES|N||2025-10-27 19:03:00|
3992|5007902|510|85364199|20|EN|X|NOM-024-SCFI-2013|2025-10-29 20:28:04|
3992|5007948|510|85122001|21|EN|X|NOM-024-SCFI-2013|2025-10-31 17:23:01|
3992|5007783|510|39269099|2|UM|O||2025-10-27 18:16:01|
3992|5007369|510|85122001|22|EN|X|NOM-024-SCFI-2013|2025-10-16 19:47:09|
3992|5007427|510|39269099|4|ES|N||2025-10-16 20:49:01|
3992|5007729|510|83012002|8|EN|U|NOM-050-SCFI-2004|2025-10-27 19:11:01|
3992|5006731|510|84818099|20|ES|N||2025-10-28 00:21:05|
3992|5007865|510|85123099|30|UM|O||2025-10-29 15:08:03|
3992|5007407|510|70091099|5|UM|O||2025-10-16 19:48:05|
3992|5007228|510|85122001|27|ES|N||2025-10-16 15:07:02|
3992|5007792|510|70091099|8|ES|N||2025-10-27 17:18:01|
3992|5007780|510|73181606|5|UM|O||2025-10-28 14:10:01|
3992|5007773|510|84818022|29|UM|O||2025-10-24 17:19:01|
3992|5007219|510|90292006|38|UM|O||2025-10-16 19:47:04|
3992|5007216|510|40114001|2|UM|O||2025-10-16 19:47:02|
3992|5007834|510|84099199|11|EN|E|NOM-050-SCFI-2004|2025-10-27 19:03:02|
3992|5007869|510|39269099|1|ES|N||2025-10-29 16:54:00|
3992|5007877|510|70091099|5|UM|O||2025-10-29 16:02:03|
3992|5007297|510|90292006|29|EN|X|NOM-050-SCFI-2004|2025-10-28 15:14:01|
3992|5007428|510|84821099|22|UM|O||2025-10-16 20:49:01|
3992|5007261|510|85444299|35|UM|O||2025-10-16 19:47:05|
3992|5007828|510|85443099|24|EN|E|NOM-024-SCFI-2013|2025-10-27 19:03:01|
3992|5007793|510|85113005|25|ES|N||2025-10-27 17:18:02|
3992|5007735|510|85123099|20|EN|X|NOM-024-SCFI-2013|2025-10-27 13:10:04|
3992|5007413|510|82060001|10|EN|X|NOM-050-SCFI-2004|2025-10-16 19:11:03|
3992|5006748|510|85071099|20|PS|XVb||2025-10-16 15:07:04|
3992|5007831|510|83012002|8|EN|U|NOM-050-SCFI-2004|2025-10-27 19:03:03|
3992|5007830|510|83012002|9|ES|N||2025-10-27 19:03:02|
3992|5007753|510|85122001|28|ES|N||2025-10-22 17:10:02|
3992|5007212|510|85071099|20|UM|O||2025-10-16 19:47:00|
3992|5007328|510|85392999|21|EN|X|NOM-024-SCFI-2013|2025-10-15 13:54:00|
3992|5006734|510|85118001|25|UM|O||2025-10-28 14:09:02|
3992|5007828|510|85118001|14|EN|X|NOM-024-SCFI-2013|2025-10-27 19:03:01|
3992|5006729|510|85176217|30|EN|U|NOM-218-SCFI-2017|2025-10-28 14:09:01|
3992|5007790|510|83012002|16|UM|O||2025-10-27 17:18:03|
3992|5007330|510|83012002|11|ES|N||2025-10-15 13:55:02|
3992|5007389|510|85176217|6|EN|U|NOM-001-SCFI-2018|2025-10-16 20:20:01|
3992|5007740|510|84073299|10|EN|X|NOM-050-SCFI-2004|2025-10-27 13:11:03|
3992|5007828|510|39269099|1|XP|S1|U|2025-10-27 19:03:01|
3992|5007477|510|40114001|2|EN|X|NOM-050-SCFI-2004|2025-10-28 12:19:04|
3992|5007367|510|85118001|20|ES|N||2025-10-16 19:47:09|
3992|5007413|510|73269099|9|XP|T3|U|2025-10-16 19:11:03|
3992|5007477|510|85364199|26|EN|X|NOM-024-SCFI-2013|2025-10-28 12:19:04|
3992|5007862|510|83100099|17|ES|N||2025-10-29 15:08:01|
3992|5007828|510|90292006|31|EN|U|NOM-024-SCFI-2013|2025-10-27 19:03:01|
3992|5007426|510|84073299|9|EN|X|NOM-050-SCFI-2004|2025-10-16 18:31:06|
3992|5006781|510|85123099|28|UM|O||2025-10-16 18:38:02|
3992|5007861|510|85176217|31|EN|X|NOM-024-SCFI-2013|2025-10-29 15:08:01|
3992|5007955|510|85365099|36|ES|N||2025-10-31 16:51:01|
3992|5007690|510|84099199|12|ES|N||2025-10-27 17:43:02|
3992|5007867|510|40114001|4|EN|X|NOM-050-SCFI-2004|2025-10-29 15:08:02|
3992|5007403|510|83012002|8|EN|U|NOM-050-SCFI-2004|2025-10-16 19:48:07|
3992|5007219|510|85123099|29|ES|N||2025-10-16 19:47:04|
3992|5007830|510|84831008|32|UM|O||2025-10-27 19:03:02|
3992|5007106|510|85443099|26|UM|O||2025-10-27 17:43:04|
3992|5007479|510|85176217|24|EN|U|NOM-218-SCFI-2017|2025-10-28 12:19:05|
3992|5007442|510|84099199|11|EN|E|NOM-050-SCFI-2004|2025-10-17 13:31:04|
3992|5007249|510|85122001|27|EN|X|NOM-024-SCFI-2013|2025-10-16 15:07:03|
3992|5007783|510|70091099|5|EN|U|NOM-024-SCFI-2013|2025-10-27 18:16:01|
3992|5007402|510|73181599|8|UM|O||2025-10-28 12:19:02|
3992|5007833|510|85122001|18|UM|O||2025-10-27 19:03:01|
3992|5007278|510|73181599|8|EN|X|NOM-050-SCFI-2004|2025-10-15 15:27:01|
3992|5007428|510|83100099|16|ES|N||2025-10-16 20:49:01|
3992|5007782|510|85364199|22|UM|O||2025-10-28 14:43:02|
3992|5007690|510|85122001|15|UM|O||2025-10-27 17:43:02|
3992|5007108|510|39269099|1|ES|N||2025-10-27 17:43:02|
3992|5006734|510|82060001|15|EN|X|NOM-050-SCFI-2004|2025-10-28 14:09:02|
3992|5007429|510|39269099|41|XP|A1|U|2025-10-16 20:49:01|
3992|5007263|510|85176217|31|EN|U|NOM-218-SCFI-2017|2025-10-16 19:47:05|
3992|5007826|510|49089099|34|EN|X|NOM-050-SCFI-2004|2025-10-27 19:03:04|
3992|5007727|510|39239099|1|PS|XVb||2025-10-27 19:11:02|
3992|5007276|510|70091099|6|EN|U|NOM-024-SCFI-2013|2025-10-28 13:51:03|
3992|5007346|510|85122001|17|UM|O||2025-10-17 12:02:01|
3992|5007413|510|85365099|26|UM|O||2025-10-16 19:11:03|
3992|5007400|510|84073299|12|ES|N||2025-10-28 12:19:00|
3992|5007836|510|85122001|15|ES|N||2025-10-27 19:03:04|
3992|5007833|510|85122001|15|EN|X|NOM-024-SCFI-2013|2025-10-27 19:03:01|
3992|5007250|510|85443099|34|UM|O||2025-10-16 15:07:04|
3992|5007390|510|83012002|8|ES|N||2025-10-16 19:48:02|
3992|5007297|510|85122099|19|ES|N||2025-10-28 15:14:01|
3992|5007478|510|84831008|16|ES|N||2025-10-28 12:19:05|
3992|5007453|510|85122001|22|ES|N||2025-10-28 12:19:03|
3992|5007744|510|49089099|5|UM|O||2025-10-27 19:11:01|
3992|5007356|510|73269099|12|UM|O||2025-10-16 19:46:00|
3992|5007235|510|84831008|32|ES|N||2025-10-15 15:12:01|
3992|5007752|510|73269099|16|UM|O||2025-10-22 17:10:01|
3992|5007829|510|85118001|14|ES|N||2025-10-27 19:03:03|
3992|5007447|510|83012002|11|EN|U|NOM-050-SCFI-2004|2025-10-28 12:19:02|
3992|5007440|510|85123099|20|UM|O||2025-10-17 13:31:03|
3992|5007391|510|84831008|32|ES|N||2025-10-16 19:48:03|
3992|5007689|510|49089099|5|ES|N||2025-10-27 17:43:01|
3992|5007402|510|84213199|14|ES|N||2025-10-28 12:19:02|
3992|5007793|510|85443099|34|EN|E|NOM-024-SCFI-2013|2025-10-27 17:18:02|
3992|5007236|510|85122001|24|EN|X|NOM-024-SCFI-2013|2025-10-15 15:12:01|
3992|5007428|510|85071099|25|EN|X|NOM-024-SCFI-2013|2025-10-16 20:49:01|
3992|5007864|510|83012002|16|ES|N||2025-10-29 15:08:03|
3992|5007952|510|70091099|10|ES|N||2025-10-31 18:16:02|
3992|5007805|510|73181599|10|ES|N||2025-10-30 17:57:00|
3992|5007878|510|84099199|10|UM|O||2025-10-29 16:02:03|
3992|5007220|510|73181599|8|EN|X|NOM-050-SCFI-2004|2025-10-16 19:47:04|
3992|5007397|510|85444299|35|UM|O||2025-10-16 19:48:06|
3992|5007799|510|40114001|5|EN|X|NOM-050-SCFI-2004|2025-10-27 18:47:01|
3992|5007783|510|85071099|15|ES|N||2025-10-27 18:16:01|
3992|5007400|510|70091099|5|EN|U|NOM-024-SCFI-2013|2025-10-28 12:19:00|
3992|5007448|510|49089099|4|UM|O||2025-10-17 13:31:06|
3992|5007405|510|84073299|10|UM|O||2025-10-16 19:48:08|
3992|5007860|510|39269099|3|XP|S1|U|2025-10-29 15:08:00|
3992|5007789|510|84831008|22|ES|N||2025-10-27 17:18:03|
3992|5007004|510|90318099|34|XP|D1|U|2025-10-22 15:24:02|
3992|5007328|510|84831008|15|ES|N||2025-10-15 13:54:00|
